user_id,restaurant_id,age,gender,meal_category,review
U2075,AaharAlly_Main,59,Male,Healthy,Bad experience with Healthy.
U2076,AaharAlly_Main,26,Male,Indian Curry,Best Indian Curry I've ever had.
U2076,AaharAlly_Main,26,Male,Biryani,Perfect flavor in this Biryani.
U2076,AaharAlly_Main,26,Male,Seafood,The Seafood was cold and tasteless.
U2077,AaharAlly_Main,68,Male,Seafood,Perfect flavor in this Seafood.
U2077,AaharAlly_Main,68,Male,Healthy,A delightful Healthy experience.
U2077,AaharAlly_Main,68,Male,Indian Curry,Perfect flavor in this Indian Curry.
U2077,AaharAlly_Main,68,Male,Indian Curry,A delightful Indian Curry experience.
U2078,AaharAlly_Main,64,Female,Vegan,Highly recommend the Vegan.
U2078,AaharAlly_Main,64,Female,Vegan,Highly recommend the Vegan.
U2079,AaharAlly_Main,18,Male,Street Food,"Too salty, hated the Street Food."
U2079,AaharAlly_Main,18,Male,Healthy,A delightful Healthy experience.
U2080,AaharAlly_Main,59,Female,Vegan,I loved the Vegan!
U2080,AaharAlly_Main,59,Female,Indian Curry,Bad experience with Indian Curry.
U2081,AaharAlly_Main,61,Male,Indian Curry,A delightful Indian Curry experience.
U2081,AaharAlly_Main,61,Male,Healthy,Perfect flavor in this Healthy.
U2082,AaharAlly_Main,22,Male,Snacks,Highly recommend the Snacks.
U2082,AaharAlly_Main,22,Male,Street Food,A delightful Street Food experience.
U2083,AaharAlly_Main,24,Male,Cheesy,Worst Cheesy ever.
U2083,AaharAlly_Main,24,Male,Street Food,"Delicious Street Food, will order again."
U2083,AaharAlly_Main,24,Male,Spicy,Perfect flavor in this Spicy.
U2083,AaharAlly_Main,24,Male,Street Food,A delightful Street Food experience.
U2084,AaharAlly_Main,69,Female,Vegan,I loved the Vegan!
U2084,AaharAlly_Main,69,Female,Vegan,Do not order the Vegan.
U2084,AaharAlly_Main,69,Female,Vegan,The Vegan was amazing.
U2085,AaharAlly_Main,50,Male,Indian Curry,"Delicious Indian Curry, will order again."
U2085,AaharAlly_Main,50,Male,Healthy,Highly recommend the Healthy.
U2085,AaharAlly_Main,50,Male,Healthy,Highly recommend the Healthy.
U2085,AaharAlly_Main,50,Male,Healthy,Perfect flavor in this Healthy.
U2085,AaharAlly_Main,50,Male,Indian Curry,Best Indian Curry I've ever had.
U2086,AaharAlly_Main,19,Male,Cheesy,I loved the Cheesy!
U2086,AaharAlly_Main,19,Male,Spicy,A delightful Spicy experience.
U2086,AaharAlly_Main,19,Male,Snacks,"Delicious Snacks, will order again."
U2086,AaharAlly_Main,19,Male,Street Food,Highly recommend the Street Food.
U2086,AaharAlly_Main,19,Male,Spicy,Best Spicy I've ever had.
U2087,AaharAlly_Main,24,Female,Dessert,"Delicious Dessert, will order again."
U2087,AaharAlly_Main,24,Female,Street Food,Do not order the Street Food.
U2087,AaharAlly_Main,24,Female,Vegan,I loved the Vegan!
U2087,AaharAlly_Main,24,Female,Vegan,"Delicious Vegan, will order again."
U2087,AaharAlly_Main,24,Female,Spicy,The Spicy was amazing.
U2088,AaharAlly_Main,21,Female,Dessert,Highly recommend the Dessert.
U2088,AaharAlly_Main,21,Female,Street Food,"Too salty, hated the Street Food."
U2088,AaharAlly_Main,21,Female,Vegan,Highly recommend the Vegan.
U2089,AaharAlly_Main,68,Male,South Indian,A delightful South Indian experience.
U2089,AaharAlly_Main,68,Male,Healthy,I loved the Healthy!
U2089,AaharAlly_Main,68,Male,Healthy,The Healthy was terrible.
U2089,AaharAlly_Main,68,Male,Seafood,I loved the Seafood!
U2090,AaharAlly_Main,52,Female,Indian Curry,Do not order the Indian Curry.
U2091,AaharAlly_Main,23,Male,Cheesy,A delightful Cheesy experience.
U2091,AaharAlly_Main,23,Male,Street Food,A delightful Street Food experience.
U2091,AaharAlly_Main,23,Male,Spicy,"Delicious Spicy, will order again."
U2092,AaharAlly_Main,23,Male,Cheesy,The Cheesy was amazing.
U2092,AaharAlly_Main,23,Male,Spicy,A delightful Spicy experience.
U2092,AaharAlly_Main,23,Male,Street Food,I loved the Street Food!
U2093,AaharAlly_Main,32,Male,Biryani,"Delicious Biryani, will order again."
U2093,AaharAlly_Main,32,Male,Seafood,Highly recommend the Seafood.
U2093,AaharAlly_Main,32,Male,Spicy,"Delicious Spicy, will order again."
U2093,AaharAlly_Main,32,Male,Biryani,"Too salty, hated the Biryani."
U2093,AaharAlly_Main,32,Male,Biryani,Highly recommend the Biryani.
U2094,AaharAlly_Main,42,Female,Healthy,Worst Healthy ever.
U2094,AaharAlly_Main,42,Female,Indian Curry,A delightful Indian Curry experience.
U2094,AaharAlly_Main,42,Female,Healthy,Worst Healthy ever.
U2095,AaharAlly_Main,46,Male,South Indian,I loved the South Indian!
U2095,AaharAlly_Main,46,Male,Healthy,Highly recommend the Healthy.
U2096,AaharAlly_Main,22,Female,Spicy,Perfect flavor in this Spicy.
U2096,AaharAlly_Main,22,Female,Chinese,I loved the Chinese!
U2097,AaharAlly_Main,61,Female,Indian Curry,"Delicious Indian Curry, will order again."
U2097,AaharAlly_Main,61,Female,Vegan,Perfect flavor in this Vegan.
U2097,AaharAlly_Main,61,Female,Indian Curry,Perfect flavor in this Indian Curry.
U2098,AaharAlly_Main,17,Male,Spicy,A delightful Spicy experience.
U2098,AaharAlly_Main,17,Male,Street Food,Worst Street Food ever.
U2098,AaharAlly_Main,17,Male,Spicy,Perfect flavor in this Spicy.
U2099,AaharAlly_Main,38,Female,Vegan,I loved the Vegan!
U2099,AaharAlly_Main,38,Female,Vegan,The Vegan was cold and tasteless.
U2099,AaharAlly_Main,38,Female,Healthy,"Too salty, hated the Healthy."
U2099,AaharAlly_Main,38,Female,Healthy,"Delicious Healthy, will order again."
U2100,AaharAlly_Main,72,Male,South Indian,The South Indian was amazing.
U2100,AaharAlly_Main,72,Male,Indian Curry,Highly recommend the Indian Curry.
U2100,AaharAlly_Main,72,Male,South Indian,"Delicious South Indian, will order again."
U2101,AaharAlly_Main,42,Male,Seafood,Best Seafood I've ever had.
U2101,AaharAlly_Main,42,Male,Healthy,Best Healthy I've ever had.
U2101,AaharAlly_Main,42,Male,Seafood,Best Seafood I've ever had.
U2101,AaharAlly_Main,42,Male,Indian Curry,Worst Indian Curry ever.
U2101,AaharAlly_Main,42,Male,Indian Curry,"Delicious Indian Curry, will order again."
U2102,AaharAlly_Main,15,Male,Street Food,I loved the Street Food!
U2102,AaharAlly_Main,15,Male,Chinese,A delightful Chinese experience.
U2102,AaharAlly_Main,15,Male,Street Food,I loved the Street Food!
U2102,AaharAlly_Main,15,Male,Spicy,The Spicy was amazing.
U2103,AaharAlly_Main,19,Female,Street Food,Highly recommend the Street Food.
U2104,AaharAlly_Main,34,Male,Seafood,Perfect flavor in this Seafood.
U2104,AaharAlly_Main,34,Male,Chinese,"Delicious Chinese, will order again."
U2104,AaharAlly_Main,34,Male,Chinese,Best Chinese I've ever had.
U2105,AaharAlly_Main,78,Female,Healthy,The Healthy was cold and tasteless.
U2105,AaharAlly_Main,78,Female,South Indian,"Delicious South Indian, will order again."
U2105,AaharAlly_Main,78,Female,South Indian,A delightful South Indian experience.
U2105,AaharAlly_Main,78,Female,South Indian,Perfect flavor in this South Indian.
U2106,AaharAlly_Main,21,Male,Chinese,"Delicious Chinese, will order again."
U2106,AaharAlly_Main,21,Male,Spicy,"Delicious Spicy, will order again."
U2107,AaharAlly_Main,23,Male,Spicy,Perfect flavor in this Spicy.
U2107,AaharAlly_Main,23,Male,Snacks,Best Snacks I've ever had.
U2107,AaharAlly_Main,23,Male,Spicy,"Too salty, hated the Spicy."
U2108,AaharAlly_Main,21,Female,Dessert,Disappointed with the Dessert.
U2109,AaharAlly_Main,62,Male,South Indian,The South Indian was amazing.
U2109,AaharAlly_Main,62,Male,Indian Curry,"Too salty, hated the Indian Curry."
U2110,AaharAlly_Main,24,Male,Spicy,The Spicy was amazing.
U2110,AaharAlly_Main,24,Male,Spicy,Highly recommend the Spicy.
U2110,AaharAlly_Main,24,Male,Chinese,Do not order the Chinese.
U2111,AaharAlly_Main,15,Female,Dessert,I loved the Dessert!
U2111,AaharAlly_Main,15,Female,Street Food,I loved the Street Food!
U2111,AaharAlly_Main,15,Female,Cheesy,The Cheesy was terrible.
U2112,AaharAlly_Main,21,Female,Vegan,"Delicious Vegan, will order again."
U2112,AaharAlly_Main,21,Female,Vegan,Best Vegan I've ever had.
U2112,AaharAlly_Main,21,Female,Dessert,The Dessert was amazing.
U2113,AaharAlly_Main,23,Male,Spicy,Worst Spicy ever.
U2113,AaharAlly_Main,23,Male,Cheesy,Best Cheesy I've ever had.
U2113,AaharAlly_Main,23,Male,Street Food,I loved the Street Food!
U2113,AaharAlly_Main,23,Male,Street Food,I loved the Street Food!
U2113,AaharAlly_Main,23,Male,Spicy,Highly recommend the Spicy.
U2114,AaharAlly_Main,43,Female,Vegan,Highly recommend the Vegan.
U2115,AaharAlly_Main,44,Male,Seafood,I loved the Seafood!
U2115,AaharAlly_Main,44,Male,Indian Curry,"Too salty, hated the Indian Curry."
U2116,AaharAlly_Main,24,Female,Dessert,"Delicious Dessert, will order again."
U2116,AaharAlly_Main,24,Female,Dessert,"Too salty, hated the Dessert."
U2116,AaharAlly_Main,24,Female,Street Food,The Street Food was amazing.
U2116,AaharAlly_Main,24,Female,Vegan,Perfect flavor in this Vegan.
U2117,AaharAlly_Main,45,Female,Healthy,Best Healthy I've ever had.
U2117,AaharAlly_Main,45,Female,Indian Curry,Perfect flavor in this Indian Curry.
U2117,AaharAlly_Main,45,Female,Healthy,"Delicious Healthy, will order again."
U2118,AaharAlly_Main,64,Female,Indian Curry,The Indian Curry was amazing.
U2118,AaharAlly_Main,64,Female,South Indian,I loved the South Indian!
U2118,AaharAlly_Main,64,Female,Healthy,Worst Healthy ever.
U2118,AaharAlly_Main,64,Female,Vegan,A delightful Vegan experience.
U2118,AaharAlly_Main,64,Female,Vegan,The Vegan was amazing.
U2119,AaharAlly_Main,61,Female,Indian Curry,Best Indian Curry I've ever had.
U2119,AaharAlly_Main,61,Female,Indian Curry,Disappointed with the Indian Curry.
U2119,AaharAlly_Main,61,Female,Healthy,The Healthy was amazing.
U2119,AaharAlly_Main,61,Female,Healthy,The Healthy was amazing.
U2120,AaharAlly_Main,16,Male,Spicy,The Spicy was amazing.
U2120,AaharAlly_Main,16,Male,Cheesy,A delightful Cheesy experience.
U2120,AaharAlly_Main,16,Male,Chinese,Perfect flavor in this Chinese.
U2120,AaharAlly_Main,16,Male,Spicy,Highly recommend the Spicy.
